"","LUV","JBLU","ALK","ALGT","GOL","GLUX","CPA","HA","SKYW","AAPL","KODK","WATT","KOSS","MSN","VUZI","UEIC","FN","PHG","ABBV","LLY","NVS","AZN","ADTN","HIVE","AUDC","ALLT","AVNW","ATEN","DAL","AAL","SAVE","CEA","ZNH","VLRS","UAL","volume.data.a6.df$ARCO"
"489",4830000,6235100,1272400,165300,1934800,10010,240600,2744900,237000,74403800,26139200,1082300,6455200,44100,3380800,51300,114500,391000,4114200,4618500,3315900,5164700,208400,226040,94100,203600,154200,678600,6741200,20289000,2507200,5900,3200,761500,8151500,463100
"490",4740100,6847200,1010400,140500,2118100,2000,636200,3057800,270300,56877900,10101800,12697600,2951500,65500,5215900,54200,103900,338300,4884000,4934900,2068900,7486500,136200,159860,93600,160800,111900,535900,9780800,28988300,2952400,8000,7700,550500,11664000,260900
"491",4570600,6781400,1491800,260200,1800900,132,293500,2402300,219600,71186400,6687700,3753300,1274300,35700,3822900,57700,115700,484100,6263800,5598200,2076900,7558300,76200,166120,53900,94000,138100,624800,8216100,24368000,4541800,9600,7800,3263400,9780500,336200
"492",5059600,9869400,2844200,448900,9851200,0,506800,6595600,859900,53522400,3392500,1279700,884000,158200,2184100,69200,133200,772300,4471400,5636000,1379700,7684400,230800,341720,172500,530900,368200,546400,11184200,22613100,2431800,5900,7700,803300,8248500,435400
"493",4908300,5640900,1942800,181500,1494700,4030,236400,2063600,286400,96906500,3514000,1015300,1412300,110100,4006800,61800,126100,888400,4427600,2720700,1161600,6596700,227000,151780,110000,244600,177500,576600,7898500,19062200,4655400,8500,16700,1353800,7542000,414600
"494",6430700,6430100,1720900,271700,1534200,405,310700,1367700,272400,62746300,3750200,954300,793900,35500,3206700,56600,126700,868800,3590500,2188900,1706900,5940400,202200,134020,133400,102500,178100,430400,8565500,20296900,3425500,7800,23100,1143900,9952000,449900
"495",5947700,4639800,1306500,304500,1793700,10000,318500,880800,233600,91815000,2590800,1057400,655900,517900,3958500,46800,122900,774300,6670200,2548800,1568400,6968400,159600,413380,175200,286900,211300,857900,10144600,32879100,4098700,6000,12000,1443500,12509900,935700
"496",8334200,8474000,1720000,201500,2163700,100,319300,931500,359800,96721700,3522600,2094200,822100,65800,3189300,63900,152200,742100,4172300,1890700,2276000,4875000,507800,337960,118100,831400,359900,4065300,15219300,28009900,4179000,8100,13700,913800,12490700,1092800
"497",8798300,10474900,3381600,345500,1332000,89971,382000,1277600,630500,108953300,2166900,1972400,397100,110000,8031500,170700,290000,913600,7415400,4016600,1328500,14107300,162700,292340,245200,216700,298400,638300,9861400,26666200,3365600,6100,4300,533300,10891600,255400
"498",5470100,6518500,1516700,210300,1305200,1350,314000,733700,254900,79663300,2476700,1150400,322300,108400,2192700,46300,155200,703200,4666100,3671300,1080800,5305100,153800,601800,146200,119700,392800,477800,8499800,22745000,2746700,10800,9300,334400,9819700,615400
"499",4694100,4652000,1818000,201500,849200,0,261400,552600,178700,74783600,3526200,802900,970500,126700,1889700,47700,84800,539200,4359900,1658800,1273600,4899900,129000,200140,80300,117900,350400,866600,7406100,17394700,3168700,6600,8700,462400,9957500,385700
"500",6157800,6282200,1495300,185300,1134900,0,184500,662200,193500,60214200,2298500,1153900,538900,36900,4086300,50100,106000,533600,3837300,2419600,1805200,5804800,87200,118480,50500,95000,220900,564100,9300300,22667500,3048500,5600,6300,442600,11548600,762600
"501",8134800,6073300,1281800,184500,845000,0,170100,522600,256700,68711000,1483900,758000,368600,19400,2744400,68100,100800,529300,7712300,12290500,1085000,5247900,631900,196900,45700,62800,1302100,1127600,23930400,18738600,4359100,5100,7900,470600,12256400,669900
"502",6555800,5395800,1693600,886000,1696700,5050,268100,1042700,762600,70783700,5368200,699400,1770200,134500,9266900,616900,516800,548000,11709400,6992200,896500,9532500,348800,156040,124300,164900,281200,492000,17441500,48437800,5283900,7600,19700,504100,19098800,566500
"503",8319700,9725700,2038700,277300,1499000,0,526700,1553600,425600,62111300,1321900,937500,906100,54200,2800300,51600,109400,475900,5141800,2507500,1438500,5822300,182500,1379880,93200,178900,256900,893400,9477800,29157400,3899300,7600,19600,678000,12598300,807900
"504",8078100,7732600,3916100,153700,1333300,0,234600,1179600,283900,64556100,3597400,749000,471200,563400,2670800,34400,62100,846700,5795100,1621200,1309900,4667300,174900,1296140,372000,144300,334100,480800,7845500,26231800,3118000,9500,6900,843400,9244500,481300
"505",6859900,11348900,4112700,166900,1649900,0,191900,793800,408400,63261400,1714700,789000,452500,1710000,2554600,65900,97900,440600,5042600,1786700,1417500,4575500,115400,1155860,130500,108200,257600,515900,9873800,22082700,2536400,3500,6800,658600,8577600,307000
"506",7113800,10403500,2243600,198000,1272200,12172,157700,745800,408200,52485800,1991800,1160700,632100,183200,2599500,41700,81600,965900,5306900,1977300,1787900,4754700,129700,905780,81200,105900,181500,416700,5759900,20814100,1972900,22500,8600,434300,9205500,434700
"507",6747600,4916800,1194700,134400,1524800,399,114500,720000,236700,78852600,1747800,1131200,268200,92000,2351400,33100,80500,1226800,5719500,1994000,1987700,5197300,350300,886800,80700,121400,180800,570800,7881000,24176500,2834700,15700,10600,838800,10652300,828600
"508",7819300,7897500,1452200,106900,1654600,724,334100,594600,226000,108181800,1783000,1026100,246800,90000,1928600,71100,281400,1221000,7172100,3125400,1243600,6893600,270000,579840,118500,131200,211800,745600,11858300,30857000,4449800,2300,12700,1164100,12719100,1834100
"509",9116600,6593700,2208000,165000,2134700,0,260800,1920000,501500,104911600,1350900,1134700,265900,996200,5901600,62100,174400,983300,6695100,3141500,2206200,6434700,190300,649360,106300,119500,222300,404400,10363900,28539300,4743000,14700,14800,1221500,13207800,1294300
"510",8425500,7462400,1830700,147100,2370100,0,247200,1506100,315800,105575500,1707100,1503000,359300,283200,2149000,36800,155900,2235500,3948800,2431500,2047800,6895000,114900,363140,67900,72900,120700,351900,7707100,21730900,2695300,9000,10400,854700,9914700,660400
"511",6773900,6182000,1213500,92000,1249900,0,171200,836500,269500,99890800,1057200,984200,150300,92000,1915800,41400,75800,1267300,4823400,4030100,1128900,6173600,129500,507160,97800,127900,140800,525000,10626000,20782200,2444600,11300,18700,1080800,11567200,1059700
"512",6919800,5260100,1297400,87100,2054900,5000,196000,607000,255900,76299700,1411800,2667400,179300,1527100,1893400,36400,115100,1365100,8148400,2928600,1243400,10067900,185500,560420,99600,75900,161700,616000,14610400,30951500,3472400,6100,13500,714000,14287200,653700
"513",6646800,7842300,1810300,245700,814000,2500,270200,849800,269900,100827100,1056900,1991000,108600,657800,2084200,48700,88100,1024300,6540300,1974000,1420100,8321600,371900,363520,101000,287400,149300,453600,31085700,55139500,3498400,3400,11400,1043700,14949300,2123100
"514",8445300,6683100,1533700,380800,1444700,10000,384100,2106400,256700,127050800,1542800,19054600,152500,362300,2489800,33000,88000,1162100,6543400,2103400,1277300,23737800,145900,529160,165300,192500,146700,527600,20896300,34187500,4401800,5500,29700,781900,12331800,437200
"515",6245400,7026700,1939000,152500,1183900,0,473700,1580200,247000,106820300,2294000,2831400,152500,2414300,2337800,28300,77500,2779900,4544600,3611200,1595400,27055800,151800,292760,259800,321100,125500,1947700,16726600,34523500,4769600,14900,12200,1873800,13760700,627500
"516",8234900,10322000,2810200,181700,1772700,0,289300,1789800,692700,93251400,1581300,1126300,240100,485300,2114700,39400,100400,2378200,6826100,2229100,2432000,28642800,479800,596480,141600,129600,225200,573400,27073800,63985800,7569900,11200,28500,1424700,26444000,1145900
"517",15481100,16568000,3103700,201600,3132400,100,340000,2367700,722400,121434600,1810900,1390700,249000,205600,4838900,55200,126100,1463000,6762000,2305600,1929700,41068100,517400,592360,141900,102100,167200,466900,17690600,46295400,6162500,10100,23400,1537500,21894000,771600
"518",12772800,13561200,2404400,293800,1469500,433,223800,1925700,659900,96350000,1924100,1011500,321600,109800,2863500,86800,169800,1134800,5581400,2297800,1941300,65540200,386100,990600,88900,133100,100300,493000,19145300,52282600,4960600,12800,19000,794500,23048300,438200
"519",13951600,10696400,2659100,289500,1793300,28000,278200,1838500,389700,74993500,1371300,862200,153900,656000,1411300,22800,96600,776300,4133800,1651500,2196000,19553100,438300,274940,89300,112700,183900,324400,10850600,39028300,3835900,17400,9100,504200,12922300,705200
"520",14707500,7963000,4907400,134600,864800,10050,320800,1032900,235900,77338200,1110600,1746800,76700,1304800,1475700,23700,186900,1358100,6257000,1703500,2152700,48604900,305100,277180,120100,167600,97600,422900,10101600,29379200,3030400,10400,17600,379900,9491300,382500
"521",8826500,3895800,1920000,166600,1020600,5050,190600,770000,214300,71447400,1201400,980400,148700,124000,1115000,39500,81000,1847700,4411100,2448100,1639800,14129800,484500,2006080,191100,102300,123400,357300,10014900,31508800,2983500,16100,14000,462900,10775300,466500
"522",6376700,6265900,2326900,226900,1264900,0,132500,1273000,233100,72434100,799700,1252100,158300,198000,1580100,39200,79100,1650700,3730100,2678800,1141300,19736700,576300,614160,319500,92500,136100,409900,10508200,30301300,3955500,13300,29800,530700,10559900,523100
"523",4807300,15048300,1552500,129200,1140900,0,237500,1157100,293100,104818600,1351100,1152000,125100,153600,1631800,32500,73200,1495000,3773100,2116500,1405400,15839100,327400,481000,185300,85100,497200,1360100,7538600,20077400,3793500,11900,18300,776400,9772500,634300
"524",6798800,10485900,1586200,159000,1161400,8000,424500,1606600,259100,118931200,1324400,694500,122600,401200,1395100,32700,152100,1249800,5650400,1688000,1515200,10798900,200300,268100,117900,88500,360800,1335600,8357400,19391300,3857100,25100,18500,506100,7643600,565700
"525",5902100,7108600,1423400,229900,1153600,350,263700,850300,457100,56699500,801200,2123500,173500,355100,1484600,68000,66300,1609500,4632200,1924100,1550500,10601800,291200,1299420,85900,69800,296800,664200,12202300,31284000,4695000,14700,18100,568900,12123500,724200
"526",6562200,8499900,2072600,166400,1142400,100,236600,1021600,566700,70440600,1156600,6597700,106000,88200,1125400,33700,91300,750600,9017200,1905100,1386300,7336500,313300,1045740,98400,73900,317700,773400,11084800,27151300,3115600,20100,16500,575000,10995900,789200
"527",7399000,9025400,2440100,133400,1054100,0,219900,1066300,479000,62880000,1312700,1131400,73900,147000,1038000,49000,86300,933000,9245500,1958900,1868100,7253000,419400,520020,123800,60700,300200,798700,14670600,36572600,5103900,11000,25300,949500,12597000,880700
"528",6208000,6253900,1833300,170300,1257600,4100,259600,1390400,995600,64786600,2902500,838000,118600,44200,1376000,55700,143000,806200,5902700,5406200,2471900,5249100,344900,678760,134800,109400,183000,464800,23023700,30815400,5472300,16800,23400,674400,12205000,704200
"529",11491500,8971600,2127400,147100,1282600,400,285100,1143600,639500,56368300,1634700,1004100,1077300,81700,1789900,22500,81700,1626600,4602000,3892400,2235500,6945300,559900,1680520,127100,241300,199800,944500,15652400,42900900,3708200,7500,9500,703700,12644600,508100
"530",6904000,7977600,2223800,98500,1593200,3660,761300,1373500,462700,46397700,1156900,1075500,264200,70900,1749500,46200,59400,1672700,5132400,2262400,940300,8875100,579500,1511220,77100,74700,211600,613600,11716100,28281000,9036900,24100,13900,1669000,9919300,438200
"531",5065900,5513200,1499300,122400,1088600,0,228800,849900,299200,54126800,743100,1167900,191100,52900,1892500,68900,111600,3187500,5340400,2155200,1312300,6220200,465600,1687000,343100,104200,261400,366500,10985000,32047600,5208100,18500,11200,801000,13064800,611600
"532",5649800,7012400,1344900,111100,1281700,0,229100,563600,367000,48908700,1176200,1060800,256500,105500,2639200,61500,58000,3823500,5277900,3238500,1229200,9652700,233600,1028660,119200,269100,245800,410200,13745300,31320900,6039800,11200,19400,674300,12551700,684700
"533",5503200,7210900,1621300,144100,1482400,0,144500,583900,287000,69023100,2592200,683900,1225900,513800,9144200,45200,64200,713600,5120800,2060200,2283700,6694400,237400,1010040,119800,159800,244300,315600,12452000,39902300,5033800,15700,12800,899900,12779300,1020300
"534",8714900,7737200,2010100,117700,978100,0,229100,882800,259100,48493500,2013300,1678700,173300,110400,2379800,192700,66600,501100,6840400,2813300,1749200,6156800,252600,1020700,148500,129900,186700,317500,9802100,30369400,4430900,9900,13200,631100,9307300,671800
"535",5739800,6528800,1174800,84600,1157600,146,109000,998100,257100,72282600,1664700,641500,141400,104600,1539800,57700,95200,573900,4863600,2100900,1172900,9174700,221700,656580,135100,80600,123000,555500,7211800,30877500,3584000,6800,7100,564200,7572400,326500
"536",4979700,4218900,1099300,87100,1302600,0,175500,643000,191700,59375000,1294000,1316700,663800,271500,2392100,35300,98200,771700,4416400,1482300,1871400,7197400,275100,673280,113900,98900,127200,845900,10923400,25610400,5049100,8400,19300,756300,8402500,425000
"537",5784000,6282800,1417000,118900,1577000,0,159700,450100,432300,103296000,1783000,853700,198400,82500,2456700,58800,135800,1574400,8180500,2623200,1208100,6117000,215500,769440,182600,214600,237800,477700,11442000,23686100,6755200,7400,14500,2113400,9745500,842200
"538",7226900,6847500,1861700,244200,1596600,11640,216500,1113800,437400,92229700,2949200,993300,117500,188400,2276800,33100,322000,947200,6551700,2096100,1163300,6907600,220000,689900,71100,69600,105000,408400,8612300,24479500,4005100,14100,22000,586800,9460700,507000
"539",6526600,6273400,2306300,106300,1763400,0,155500,679700,363200,86326000,1729700,779800,95800,152000,1636800,41000,213100,986000,5586900,2527400,1961400,9738800,323000,667820,141000,202300,114000,353900,12294000,37097100,6072800,15300,21200,765600,12360700,781300
"540",7762100,7460200,1745700,253700,2365600,1100,263400,1126400,499800,86960300,1823600,955000,243400,56400,1836900,66800,271200,887000,6145200,1901000,4288000,4327000,252800,933300,64100,176200,122500,302700,8213100,28979400,3727700,8100,8900,485800,9867000,1247600
"541",5193200,5512300,1248900,138000,2235600,210,197600,792600,296300,60549600,1148700,579400,304000,40600,1520200,77800,254400,585300,4112500,1536800,2207600,3494000,309300,829200,83900,100400,135600,284700,8584700,23637500,4404900,9400,12800,477200,8269200,329700
"542",9345800,6744300,2324100,122700,2004300,0,149300,916100,450100,60131800,1489300,937300,142100,37300,1254200,52300,310400,850400,4748300,2438800,996500,6114700,215600,521520,66100,82700,192600,523800,10805000,31550400,4648000,43700,21600,323500,10048000,393400
"543",8703100,6985700,1393500,159800,1992000,10325,203200,933100,422500,48606400,2025900,842700,4005100,28400,1757400,34000,281300,721800,3831500,3736000,2845900,4234000,234500,501460,55900,63400,195400,582900,12455900,26913300,3523200,16100,23600,251000,9772300,439500
"544",8039500,4997900,1336300,103800,1250000,200,137700,836200,1068400,58991300,1662800,593400,2080100,73700,2321800,47300,213800,741000,5241100,2388500,2815500,5606800,207200,569420,71200,54700,791100,575800,10032900,22809500,3524200,4000,20400,356800,8604000,434700
"545",5779400,6145000,1343800,101800,938500,0,245600,792600,593300,48597200,1192900,488100,716200,50300,1316300,39400,173100,684600,5035400,1732900,2009000,3715400,340200,798340,91900,192300,264700,967600,7936100,21615100,2610600,3800,12800,814200,6824300,338600
"546",5940900,5243500,1415600,111700,1586500,801,121400,822700,401400,55802400,1162200,594700,285500,647700,1148400,57400,182300,678700,4279900,1839700,1847400,5244600,2670800,631240,107400,165600,167400,496600,11882100,24094300,3706600,7000,17100,362200,11376100,417100
"547",6216300,7230600,1247100,147600,860000,8906,105100,1345600,492200,90956700,1105300,579000,305300,105500,1349200,43400,157300,425600,3260900,1300700,1554300,2296500,1559200,801900,164800,165600,162500,502700,8627200,24993200,3339000,6500,7000,559400,8884200,734800
